,PRICE,TIME,ID
0,999829,3983,982
1,999829,5599,598
2,999829,7590,589
3,999829,17942,941
4,999828,80,79
5,999828,9611,610
6,999828,18195,194
7,999827,3163,162
8,999827,3413,412
9,999827,10842,841
10,999827,17426,425
11,999826,5185,184
12,999826,6946,945
13,999826,9141,140
14,999826,10295,294
15,999826,12549,548
16,999826,15695,694
17,999825,4609,608
18,999824,717,716
19,999824,13328,327
20,999824,14795,794
21,999824,15126,125
22,999824,18762,761
23,999824,19714,713
24,999823,75,74
25,999823,4265,264
26,999823,5131,130
27,999823,12714,713
28,999823,12850,849
29,999823,13780,779
30,999823,14026,25
31,999823,14949,948
32,999823,16286,285
33,999823,18300,299
34,999822,6526,525
35,999822,8271,270
36,999822,11366,365
37,999822,14340,339
38,999822,16979,978
39,999821,9617,616
40,999821,15936,935
41,999820,1549,548
42,999820,5569,568
43,999820,7104,103
44,999820,7385,384
45,999820,10841,840
46,999819,7772,771
47,999819,9843,842
48,999819,13472,471
49,999818,7132,131
50,999818,9450,449
51,999818,12908,907
52,999818,13994,993
53,999817,992,991
54,999817,8780,779
55,999817,12647,646
56,999816,523,522
57,999816,12694,693
58,999816,13530,529
59,999816,18934,933
60,999815,3622,621
61,999815,4502,501
62,999815,5875,874
63,999815,18087,86
64,999814,2121,120
65,999814,6814,813
66,999814,8364,363
67,999814,8684,683
68,999814,10121,120
69,999814,11602,601
70,999814,18963,962
71,999814,19122,121
72,999814,19716,715
73,999813,2227,226
74,999813,4148,147
75,999813,12901,900
76,999812,6664,663
77,999812,7412,411
78,999812,8772,771
79,999812,8953,952
80,999812,17010,9
81,999812,17747,746
82,999811,5859,858
83,999811,19755,754
84,999810,7552,551
85,999810,19564,563
86,999810,19584,583
87,999809,5592,591
88,999809,11764,763
89,999809,14333,332
90,999808,10107,106
91,999808,12092,91
92,999808,19509,508
93,999807,1819,818
94,999807,1831,830
95,999807,3938,937
96,999807,4752,751
97,999807,17008,7
98,999807,17369,368
99,999806,2543,542
100,999806,12743,742
101,999806,15032,31
102,999806,17598,597
103,999805,356,355
104,999805,6447,446
105,999805,14699,698
106,999805,18530,529
107,999804,6054,53
108,999804,8438,437
109,999804,15340,339
110,999804,16180,179
111,999803,2040,39
112,999803,2305,304
113,999803,2983,982
114,999803,4774,773
115,999803,10957,956
116,999803,14650,649
117,999803,15771,770
118,999803,16388,387
119,999803,18570,569
120,999802,1070,69
121,999802,13140,139
122,999802,14089,88
123,999802,14934,933
124,999801,3888,887
125,999801,10427,426
126,999801,10813,812
127,999801,11160,159
128,999801,14663,662
129,999801,18211,210
130,999800,1569,568
131,999800,3525,524
132,999800,3939,938
133,999800,9873,872
134,999799,2974,973
135,999799,4850,849
136,999799,15822,821
137,999798,538,537
138,999798,7004,3
139,999798,8244,243
140,999798,13058,57
141,999798,14642,641
142,999798,14652,651
143,999798,17148,147
144,999798,17620,619
145,999797,7149,148
146,999797,9693,692
147,999797,10141,140
148,999797,12959,958
149,999797,19365,364
150,999796,1100,99
151,999796,19825,824
152,999795,583,582
153,999795,12932,931
154,999795,14270,269
155,999795,17925,924
156,999794,1429,428
157,999794,9203,202
158,999794,14545,544
159,999794,14631,630
160,999794,17515,514
161,999793,15952,951
162,999792,446,445
163,999792,8630,629
164,999792,11769,768
165,999792,14271,270
166,999790,2091,90
167,999790,4359,358
168,999790,6157,156
169,999790,6382,381
170,999790,9341,340
171,999790,9823,822
172,999790,12428,427
173,999790,16215,214
174,999790,19772,771
175,999789,2014,13
176,999789,11151,150
177,999789,14107,106
178,999789,14664,663
179,999788,245,244
180,999788,3615,614
181,999788,15886,885
182,999787,3312,311
183,999787,9901,900
184,999787,15965,964
185,999787,19282,281
186,999787,19327,326
187,999786,1812,811
188,999786,2851,850
189,999786,3931,930
190,999786,6632,631
191,999785,860,859
192,999785,2321,320
193,999785,11868,867
194,999785,12873,872
195,999785,14680,679
196,999785,14814,813
197,999784,242,241
198,999784,3896,895
199,999784,10332,331
200,999784,13403,402
201,999784,15462,461
202,999783,2736,735
203,999783,7757,756
204,999783,13734,733
205,999783,18281,280
206,999783,19654,653
207,999782,9215,214
208,999782,16513,512
209,999781,16255,254
210,999781,16574,573
211,999781,18904,903
212,999781,19662,661
213,999780,7740,739
214,999780,8858,857
215,999780,13081,80
216,999780,15454,453
