,PRICE,TIME,BUY_PRICE,BUY_TIME,BUY_ID,SELL_PRICE,SELL_TIME,SELL_ID
0,999953,6,1000669,6,6,999953,1,1
1,999509,7,999509,4,4,999425,7,7
2,999199,8,999199,7,-1,998565,8,8
3,999399,9,999399,8,-1,999123,9,9
4,999664,18,999664,17,17,999166,18,18
5,999967,25,1001531,25,25,999967,21,21
6,999751,32,999751,31,31,999528,32,32
7,999496,33,999496,32,-1,998855,33,33
8,999611,40,999611,39,-1,998915,40,40
9,999515,41,999515,40,-1,999401,41,41
10,1000467,43,1000595,43,43,1000467,42,-1
11,999542,51,1000735,51,51,999542,48,48
12,999996,58,999996,52,52,999985,58,58
13,1000147,61,1000407,61,61,1000147,59,59
14,1000253,65,1000943,65,65,1000253,46,46
15,1000261,73,1002459,73,73,1000261,53,53
16,1000262,74,1000769,74,74,1000262,44,44
17,1000345,79,1000532,79,79,1000345,55,55
18,1000067,80,1000067,63,63,999822,80,80
19,1000382,81,1001887,81,81,1000382,57,57
20,1000382,82,1001527,82,82,1000382,75,75
21,1000401,83,1000820,83,83,1000401,76,76
22,1000257,94,1000899,94,94,1000257,93,93
23,1000056,99,1000744,99,99,1000056,95,95
24,999932,100,999932,90,90,999905,100,100
25,999945,110,999945,105,105,999495,110,110
26,999672,117,999672,113,113,998680,117,117
27,1000306,124,1000582,124,124,1000306,97,97
28,999591,129,999591,127,127,999296,129,129
29,999534,134,999534,103,103,999050,134,134
30,999516,137,999516,106,106,993673,137,137
31,999515,138,999515,118,118,997667,138,138
32,999435,140,999435,126,126,999082,140,140
33,999425,144,999425,39,39,998422,144,144
34,999410,147,999410,130,130,998463,147,147
35,999300,148,999300,128,128,998604,148,148
36,999383,151,999383,150,150,999365,151,151
37,999581,153,1000531,153,153,999581,143,143
38,999275,156,999275,145,145,998820,156,156
39,999285,163,999285,159,159,999018,163,163
40,999255,164,999255,132,132,999073,164,164
41,999234,165,999234,160,160,997832,165,165
42,999113,167,999113,146,146,996760,167,167
43,999186,171,999186,168,168,998409,171,171
44,999453,173,1000280,173,173,999453,154,154
45,1000088,176,1000191,176,176,1000088,175,-1
46,1000282,184,1000297,184,184,1000282,155,155
47,1000423,186,1001444,186,186,1000423,67,67
48,1000487,188,1000494,188,188,1000487,107,107
49,1000679,197,1005676,197,197,1000679,96,96
50,1000341,198,1000341,189,189,999649,198,198
51,1000687,199,1000843,199,199,1000687,70,70
52,1000689,203,1001079,203,203,1000689,45,45
53,1000712,211,1000875,211,211,1000712,71,71
54,1000733,215,1002009,215,215,1000733,77,77
55,1000744,217,1002262,217,217,1000744,192,192
56,1000784,218,1002309,218,218,1000784,69,69
57,1000827,227,1001100,227,227,1000827,49,49
58,1000309,229,1000309,196,196,1000232,229,229
59,1000833,230,1001301,230,230,1000833,191,191
60,1000858,236,1001600,236,236,1000858,64,64
61,1000210,238,1000210,194,194,999867,238,238
62,1000890,241,1001010,241,241,1000890,66,66
63,1000907,242,1001725,242,242,1000907,226,226
64,1000978,247,1001024,247,247,1000978,78,78
65,1001083,251,1003156,251,251,1001083,98,98
66,1001123,256,1001818,256,256,1001123,92,92
67,1001127,260,1002437,260,260,1001127,222,222
68,1001136,263,1002457,263,263,1001136,253,253
69,1001153,264,1002272,264,264,1001153,68,68
70,1001155,276,1005207,276,276,1001155,273,273
71,1001317,277,1002038,277,277,1001317,231,231
72,1001323,279,1002142,279,279,1001323,47,47
73,1001451,280,1002651,280,280,1001451,266,266
74,1001460,281,1002613,281,281,1001460,234,234
75,1001519,283,1004185,283,283,1001519,275,275
76,1001555,286,1002870,286,286,1001555,244,244
77,1001608,290,1002773,290,290,1001608,225,225
78,1001823,296,1003540,296,296,1001823,72,72
79,1001824,297,1003512,297,297,1001824,237,237
80,1001947,303,1003489,303,303,1001947,228,228
81,1001957,305,1003330,305,305,1001957,265,265
82,1001969,307,1003382,307,307,1001969,306,-1
83,1001997,311,1003532,311,311,1001997,271,271
84,1002002,312,1003214,312,312,1002002,311,-1
85,1002034,316,1004290,316,316,1002034,315,-1
86,1002059,323,1003096,323,323,1002059,322,-1
87,1002061,325,1002897,325,325,1002061,324,-1
88,1002062,326,1003310,326,326,1002062,325,-1
89,1002067,330,1003384,330,330,1002067,284,284
90,1001071,334,1001071,333,-1,1000198,334,334
91,1001996,335,1002853,335,335,1001996,334,-1
92,1001406,340,1003393,340,340,1001406,337,337
93,1001694,341,1003794,341,341,1001694,340,-1
94,1001808,344,1002882,344,344,1001808,343,-1
95,1001874,345,1004122,345,345,1001874,344,-1
96,1001923,346,1004008,346,346,1001923,345,-1
97,1002073,362,1003607,362,362,1002073,258,258
98,1002079,363,1003612,363,363,1002079,257,257
99,1002083,365,1003627,365,365,1002083,272,272
100,1002135,371,1003792,371,371,1002135,269,269
101,1002145,372,1004133,372,372,1002145,224,224
102,1002163,373,1003724,373,373,1002163,314,314
103,1002294,376,1003967,376,376,1002294,375,-1
104,1002322,379,1004627,379,379,1002322,233,233
105,1002405,382,1004213,382,382,1002405,287,287
106,1002565,383,1004385,383,383,1002565,282,282
107,1001891,386,1001891,385,385,1000341,386,386
108,1002625,388,1003078,388,388,1002625,259,259
109,1002696,391,1004898,391,391,1002696,390,-1
110,1001712,395,1001712,378,378,1000996,395,395
111,1001711,396,1001711,395,-1,997611,396,396
112,1002703,397,1003726,397,397,1002703,396,-1
113,1002713,398,1003258,398,398,1002713,397,-1
114,1002732,403,1004894,403,403,1002732,402,-1
115,1002743,409,1004961,409,409,1002743,322,322
116,1002757,414,1004977,414,414,1002757,413,-1
117,1002819,419,1004221,419,419,1002819,50,50
118,1002885,422,1003106,422,422,1002885,304,304
119,1002908,423,1004061,423,423,1002908,317,317
120,1002724,428,1004232,428,428,1002724,427,427
121,1002830,440,1004702,440,440,1002830,438,438
122,1003200,444,1006096,444,444,1003200,285,285
123,1003253,447,1005324,447,447,1003253,446,-1
124,1003271,451,1006069,451,451,1003271,450,-1
125,1003305,463,1005759,463,463,1003305,384,384
126,1002315,468,1002315,467,-1,1002032,468,468
127,1003302,471,1004769,471,471,1003302,470,-1
128,1003308,472,1007385,472,472,1003308,471,-1
129,1003328,475,1004536,475,475,1003328,355,355
130,1003398,482,1004922,482,482,1003398,481,-1
131,1003430,490,1005773,490,490,1003430,489,-1
132,1003441,498,1004405,498,498,1003441,390,390
