,PRICE,TIME,BUY_PRICE,BUY_TIME,BUY_ID,SELL_PRICE,SELL_TIME,SELL_ID
0,999858,2,1000900,2,2,999858,1,1
1,998145,14,999146,14,14,998145,9,9
2,998892,24,998892,15,15,997394,24,24
3,998521,26,998521,21,21,997454,26,26
4,998014,29,998014,19,19,996340,29,29
5,996052,41,996052,30,30,995225,41,41
6,995103,46,995103,35,35,993010,46,46
7,991695,55,991695,45,45,987673,55,55
8,986450,68,986450,56,56,983017,68,68
9,973736,70,973736,62,62,962853,70,70
10,970085,75,970085,67,67,956873,75,75
11,968892,76,968892,65,65,952608,76,76
12,952312,81,952312,71,71,938830,81,81
13,938034,84,938034,79,79,910785,84,84
14,934481,93,934481,85,85,895975,93,93
15,904547,99,904547,96,96,873404,99,99
16,892916,107,892916,95,95,822704,107,107
17,848656,111,848656,105,105,836251,111,111
18,845940,113,845940,101,101,811098,113,113
19,828287,116,828287,106,106,760225,116,116
20,784696,121,784696,112,112,691863,121,121
21,688614,133,688614,125,125,552557,133,133
22,634021,135,634021,122,122,510172,135,135
23,537925,147,537925,134,134,382142,147,147
24,313743,153,363405,153,153,313743,152,152
25,216111,156,218243,156,156,216111,155,155
26,212266,169,212266,161,161,185647,169,169
27,194909,170,194909,158,158,140347,170,170
28,127051,172,127051,165,165,100159,172,172
29,108120,194,108120,164,164,7651,194,194
30,104405,197,104405,163,163,6592,197,197
31,35136,198,35136,174,174,9287,198,198
32,7304,202,7304,191,191,1425,202,202
33,7256,207,7256,196,196,914,207,207
34,6258,209,6258,189,189,266,209,209
35,6848,219,6848,218,218,147,219,219
36,344,220,344,208,208,119,220,220
37,129,229,129,206,206,33,229,229
38,78,231,78,212,212,16,231,231
39,1,292,11372,292,292,1,263,263
40,1,357,151,357,357,1,347,347
41,1,756,71,756,756,1,620,620
42,1,943,335,943,943,1,910,910
43,2,1052,2611,1052,52,2,461,461
44,1,1124,19,1124,124,1,1097,97
45,2,1292,2399,1292,292,2,538,538
46,2,1305,249,1305,305,2,546,546
