,PRICE,TIME,BUY_PRICE,BUY_TIME,BUY_ID,SELL_PRICE,SELL_TIME,SELL_ID
0,1000183,2,1000183,1,1,999898,2,2
1,1000146,5,1001916,5,5,1000146,4,4
2,1000143,7,1000143,3,3,1000083,7,7
3,1000216,12,1000216,11,11,999802,12,12
4,1000850,13,1001648,13,13,1000850,12,-1
5,1001499,31,1001568,31,31,1001499,30,-1
6,1001325,34,1002927,34,34,1001325,33,-1
7,1002350,62,1003437,62,62,1002350,61,-1
8,1001473,64,1001473,63,-1,1000705,64,64
9,1001754,74,1001754,73,-1,1001403,74,74
10,1002410,76,1003804,76,76,1002410,75,-1
11,1002516,77,1004570,77,77,1002516,76,-1
12,1002595,78,1004435,78,78,1002595,77,-1
13,1002682,110,1004151,110,110,1002682,109,-1
14,1002700,114,1004419,114,114,1002700,113,-1
15,1002719,117,1004878,117,117,1002719,116,-1
16,1002733,126,1004441,126,126,1002733,125,-1
17,1002743,130,1003734,130,130,1002743,129,-1
18,1002658,141,1004479,141,141,1002658,140,-1
19,1002688,142,1003742,142,142,1002688,141,-1
20,1002725,144,1004770,144,144,1002725,143,-1
21,1002738,146,1004971,146,146,1002738,145,-1
22,1002329,160,1002995,160,160,1002329,159,-1
23,1001777,168,1001777,167,-1,1001219,168,168
24,1002778,175,1003431,175,175,1002778,92,92
25,1002831,176,1004843,176,176,1002831,121,121
26,1002835,181,1005454,181,181,1002835,57,57
27,1003070,194,1005158,194,194,1003070,165,165
28,1003415,208,1006006,208,208,1003415,72,72
29,1003461,216,1006701,216,216,1003461,215,-1
30,1003513,221,1006746,221,221,1003513,79,79
31,1003523,223,1004704,223,223,1003523,97,97
32,1003699,249,1006629,249,249,1003699,248,-1
33,1003707,253,1006808,253,253,1003707,252,-1
34,1003711,257,1006703,257,257,1003711,256,-1
35,1003713,266,1005855,266,266,1003713,104,104
36,1003993,270,1006785,270,270,1003993,73,73
37,1004326,281,1006056,281,281,1004326,108,108
38,1004400,282,1008198,282,282,1004400,232,232
39,1004476,286,1007723,286,286,1004476,140,140
40,1004590,293,1004971,293,293,1004590,115,115
41,1004650,300,1007989,300,300,1004650,299,-1
42,1004694,303,1008633,303,303,1004694,302,-1
43,1004696,304,1008666,304,304,1004696,303,-1
44,1004698,305,1008475,305,305,1004698,304,-1
45,1004705,307,1008995,307,307,1004705,252,252
46,1004719,308,1008533,308,308,1004719,307,-1
47,1004737,310,1007975,310,310,1004737,309,-1
48,1004758,318,1008486,318,318,1004758,317,-1
49,1004792,327,1006743,327,327,1004792,82,82
50,1004819,328,1008959,328,328,1004819,124,124
51,1004827,330,1008345,330,330,1004827,167,167
52,1004861,335,1005499,335,335,1004861,88,88
