,PRICE,TIME,ID
0,999432,39999,-1
1,999642,39218,218
2,999659,39172,172
3,999716,39154,154
4,999773,39685,685
5,999925,39180,180
6,999986,39853,853
7,1000051,38629,629
8,1000053,39684,684
9,1000128,38814,814
10,1000144,39258,258
11,1000183,39480,480
12,1000184,39348,348
13,1000217,39272,272
14,1000235,39409,409
15,1000272,38011,11
16,1000284,36935,935
17,1000286,38587,587
18,1000293,38527,527
19,1000404,39883,883
20,1000421,36749,749
21,1000460,36624,624
22,1000478,36237,237
23,1000494,36074,74
24,1000503,39974,974
25,1000517,37574,574
26,1000517,38528,528
27,1000530,37453,453
28,1000531,37163,163
29,1000540,39328,328
30,1000626,38727,727
31,1000658,36958,958
32,1000685,39818,818
33,1000728,36672,672
34,1000747,37457,457
35,1000812,35236,236
36,1000838,36983,983
37,1000852,37407,407
38,1000862,35983,983
39,1000883,37397,397
40,1000895,39898,898
41,1000974,35263,263
42,1001076,38161,161
43,1001229,37240,240
44,1001264,38388,388
45,1001280,35522,522
46,1001284,34752,752
47,1001308,39256,256
48,1001352,35574,574
49,1001434,36776,776
50,1001485,35138,138
51,1001524,39737,737
52,1001541,36700,700
53,1001566,36263,263
54,1001616,38983,983
55,1001625,34033,33
56,1001637,34751,751
57,1001739,33468,468
58,1001762,32951,951
59,1001947,34922,922
60,1001968,34263,263
61,1001987,34873,873
62,1002048,34385,385
63,1002062,36712,712
64,1002131,38953,953
65,1002194,32624,624
66,1002263,34994,994
67,1002439,31721,721
68,1002463,32110,110
69,1002519,32399,399
70,1002525,31880,880
71,1002622,35763,763
72,1002853,36228,228
73,1002872,35994,994
74,1002924,31377,377
75,1002972,30995,995
76,1002981,32814,814
77,1003022,34517,517
78,1003086,38404,404
79,1003292,30716,716
80,1003337,34409,409
81,1003364,31275,275
82,1003395,31404,404
83,1003409,33002,2
84,1003455,32240,240
85,1003471,37069,69
86,1003507,32995,995
87,1003509,36218,218
88,1003698,37737,737
89,1003704,33909,909
90,1003711,34468,468
91,1003742,39995,995
92,1003891,32473,473
93,1004003,34236,236
94,1004031,32343,343
95,1004224,29421,421
96,1004373,35248,248
97,1004498,38638,638
98,1004503,30743,743
99,1004745,33421,421
100,1004767,29790,790
101,1004842,37763,763
102,1004998,29272,272
103,1005098,38177,177
104,1005253,29517,517
105,1005486,33377,377
106,1005673,28816,816
107,1005947,27963,963
108,1006327,26473,473
109,1006688,25638,638
110,1006733,35256,256
111,1006750,31654,654
112,1006763,27218,218
113,1006808,30468,468
114,1006992,37716,716
115,1007051,38409,409
116,1007183,33397,397
117,1007326,26218,218
118,1007468,26883,883
119,1007630,25115,115
120,1007808,38218,218
121,1007975,25457,457
122,1008252,23743,743
123,1008622,33695,695
124,1009147,22453,453
125,1009808,22421,421
126,1010303,20888,888
127,1010622,21421,421
128,1010713,21992,992
129,1010781,20953,953
130,1011162,22363,363
