,PRICE,TIME,ID
0,936337,28547,547
1,936573,31068,68
2,937109,26771,771
3,939593,31400,400
4,941511,25843,843
5,942934,30460,460
6,944281,30887,887
7,945211,27918,918
8,947238,31881,881
9,949472,26592,592
10,951336,28142,142
11,954520,29549,549
12,957904,28910,910
13,959382,26964,964
14,960623,27279,279
15,961042,27313,313
16,963863,28882,882
17,967198,26598,598
18,967284,29186,186
19,967562,31509,509
20,968022,26063,63
21,968621,29627,627
22,971371,31685,685
23,976417,28077,77
24,980070,27013,13
25,981121,28128,128
26,981362,29024,24
27,983273,29926,926
28,983367,31940,940
29,983469,28486,486
30,985906,30438,438
31,986205,30786,786
32,988378,26120,120
33,988445,27023,23
34,989454,31884,884
35,991038,28909,909
36,991121,30311,311
37,997230,29350,350
38,1001560,31761,761
39,1001632,27343,343
40,1002979,30576,576
41,1003994,31621,621
42,1006783,28744,744
43,1007105,28268,268
44,1007980,29606,606
45,1008452,29902,902
46,1010660,28954,954
47,1010681,30492,492
48,1012489,27874,874
49,1015863,28105,105
50,1015959,28193,193
51,1019942,28807,807
52,1020502,28625,625
53,1020602,30805,805
54,1021073,27730,730
55,1022435,29760,760
56,1023955,30851,851
57,1024722,31329,329
58,1031648,29998,998
59,1034658,28950,950
60,1036439,30056,56
61,1038123,30923,923
62,1039340,31945,945
63,1040017,27615,615
64,1041693,28513,513
65,1041708,31715,715
66,1043490,29387,387
67,1044921,29395,395
68,1054889,30890,890
69,1055450,28426,426
70,1058530,27871,871
71,1060173,30517,517
72,1061527,30707,707
73,1063078,30388,388
74,1064280,29817,817
75,1065849,31942,942
76,1068261,29583,583
77,1069361,31422,422
78,1069583,28737,737
79,1069642,29958,958
80,1070047,29553,553
81,1070211,30282,282
82,1071184,30952,952
83,1072384,27464,464
84,1074559,31838,838
85,1075908,30080,80
86,1077021,31939,939
87,1077845,28660,660
88,1077952,28818,818
89,1078002,30927,927
90,1078127,31921,921
91,1078791,27982,982
92,1081049,30692,692
93,1084520,31404,404
94,1086120,27256,256
95,1086743,30326,326
96,1086774,31282,282
97,1086974,28651,651
98,1089624,29974,974
99,1090245,27405,405
100,1093983,28967,967
101,1096273,31628,628
102,1103526,29437,437
103,1104020,28258,258
104,1105311,31355,355
105,1105582,29035,35
106,1105732,26531,531
107,1106137,29243,243
108,1106360,28084,84
109,1111187,31482,482
110,1112975,28640,640
111,1116976,31335,335
112,1124059,27253,253
113,1129392,31080,80
114,1131303,31056,56
115,1134212,31460,460
116,1135157,27410,410
117,1138204,30364,364
118,1140097,31917,917
119,1141170,27915,915
120,1141264,27592,592
121,1141461,28994,994
122,1142254,31309,309
123,1144818,29047,47
124,1146309,30227,227
125,1146696,30216,216
126,1147168,29954,954
127,1148560,29687,687
128,1150487,30847,847
129,1156306,30315,315
130,1157907,29316,316
131,1164963,30493,493
132,1165549,27637,637
133,1167523,31867,867
134,1171428,30226,226
135,1172891,31320,320
136,1173296,30646,646
137,1174762,27275,275
138,1177700,30549,549
139,1179505,27598,598
140,1179875,26741,741
141,1180622,26759,759
142,1181321,29486,486
143,1183836,31307,307
144,1185789,28877,877
145,1188553,29625,625
146,1190761,30591,591
147,1195812,31109,109
148,1197163,29991,991
149,1197702,29910,910
150,1202020,30573,573
151,1202522,29128,128
152,1205858,29595,595
153,1209616,30902,902
154,1210790,28356,356
155,1220442,30627,627
156,1223451,28732,732
157,1225348,28285,285
158,1226309,30001,1
159,1226485,28231,231
160,1226756,29212,212
161,1229190,28791,791
162,1229572,28808,808
163,1231108,28434,434
164,1236313,31492,492
165,1237343,29967,967
166,1238679,29807,807
167,1238921,29193,193
168,1239291,31576,576
169,1239866,29601,601
170,1240600,29044,44
171,1243423,31728,728
172,1245367,29426,426
173,1245860,28719,719
174,1249102,31786,786
175,1249328,27964,964
176,1249885,28172,172
177,1250273,31311,311
178,1252348,30606,606
179,1253162,30830,830
180,1254227,28716,716
181,1254541,29513,513
182,1255085,28013,13
183,1255806,27567,567
184,1258200,29105,105
185,1258398,27836,836
186,1262024,28023,23
187,1262992,31678,678
188,1263530,29520,520
189,1267971,30132,132
190,1269861,30186,186
191,1273839,28774,774
192,1274960,31009,9
193,1282396,29739,739
194,1285621,28118,118
195,1300298,28313,313
196,1308396,31744,744
197,1313537,31805,805
198,1313946,31132,132
199,1314768,28410,410
200,1315538,31449,449
201,1315808,28324,324
202,1317859,30817,817
203,1322149,29994,994
204,1322505,28411,411
205,1323029,27531,531
206,1323202,30785,785
207,1325209,30718,718
208,1325604,28279,279
209,1325658,31707,707
210,1327361,29660,660
211,1327821,29737,737
212,1329501,28405,405
213,1334376,30075,75
214,1334623,29818,818
215,1343937,28982,982
216,1348312,29924,924
217,1349017,31890,890
218,1351195,31326,326
219,1351423,31298,298
220,1359755,31074,74
221,1365405,30954,954
222,1365933,30350,350
223,1366335,30712,712
224,1371637,31315,315
225,1376271,28730,730
226,1382090,31927,927
227,1384052,29084,84
228,1391072,30489,489
229,1395940,29653,653
230,1400408,29356,356
231,1408933,31364,364
232,1412889,28241,241
233,1414011,31549,549
234,1414690,28079,79
235,1415032,31613,613
236,1416563,30832,832
237,1417472,29811,811
238,1419179,29640,640
239,1420448,29150,150
240,1425784,30142,142
241,1430179,31345,345
242,1430798,30501,501
243,1431828,27741,741
244,1432654,31075,75
245,1436640,27835,835
246,1437213,31481,481
247,1441401,31633,633
248,1442474,31156,156
249,1460464,28107,107
250,1471931,30967,967
251,1479009,30047,47
252,1479318,29198,198
253,1482331,30767,767
254,1483241,30807,807
255,1487415,29732,732
256,1488275,29411,411
257,1488512,29285,285
258,1489001,31383,383
259,1491444,31001,1
260,1492225,28809,809
261,1493074,31673,673
262,1493348,29791,791
263,1496800,30240,240
264,1503636,31627,627
265,1508822,28871,871
266,1510467,27969,969
267,1513609,31830,830
268,1520702,28256,256
269,1526671,29774,774
270,1528884,31430,430
271,1537307,30651,651
272,1539940,28789,789
273,1540037,28592,592
274,1541261,30193,193
275,1544061,31047,47
276,1546070,30077,77
277,1546152,29982,982
278,1561185,28120,120
279,1562990,29313,313
280,1566597,30437,437
281,1572645,31760,760
282,1572879,28667,667
283,1577076,29806,806
284,1578130,31902,902
285,1578570,29914,914
286,1581115,31243,243
287,1585900,31583,583
288,1586038,29405,405
289,1587484,30547,547
